count,type,bath,bed,car,suburb,latitude,longitude,auction,private_treaty,prior_to_auction,year,price,offence_count
5,Townhouse,2,3,2,docklands,-37.82126922,144.9391754,1,4,0,2018,2175000,2957
194,ApartmentUnitFlat,1,1,1,docklands,-37.81781399,144.9434443,4,189,1,2019,652200,2859
2,House,1,2,1,docklands,-37.82052845,144.9425275,1,1,0,2019,1090000,2859
2,Townhouse,2,3,2,docklands,-37.8232498,144.9398955,0,1,1,2019,1932500,2859
152,ApartmentUnitFlat,1,1,0,docklands,-37.81741631,144.9439286,2,149,1,2020,642301,2743
4,Townhouse,2,3,2,docklands,-37.81856412,144.9371338,0,4,0,2020,1225250,2743
4,House,2,4,1,don valley,-37.75954695,145.585553,0,4,0,2013,482500,421
12,House,1,3,2,don valley,-37.75061879,145.5914441,0,12,0,2014,545625,382
14,House,1,2,2,don valley,-37.7513799,145.5912071,1,13,0,2015,446782,493
6,House,2,3,3,don valley,-37.76058772,145.5882543,0,6,0,2016,565833,658
8,House,1,4,2,don valley,-37.75438606,145.5893556,0,8,0,2017,781212,560
7,House,1,3,4,don valley,-37.7403293,145.591773,1,6,0,2018,685642,585
7,House,2,3,2,don valley,-37.744915,145.5914466,0,7,0,2019,848571,592
19,ApartmentUnitFlat,1,2,1,doncaster,-37.7874702,145.1262906,3,16,0,2011,530691,1207
116,House,1,3,1,doncaster,-37.78364627,145.1243371,47,69,0,2011,787911,1207
7,Townhouse,2,2,1,doncaster,-37.78273567,145.1201193,1,6,0,2011,683142,1207
20,ApartmentUnitFlat,1,2,1,doncaster,-37.78767408,145.1254201,1,19,0,2012,461413,1457
89,House,1,3,1,doncaster,-37.78420553,145.123833,27,62,0,2012,760590,1457
7,Townhouse,2,3,1,doncaster,-37.78608116,145.1205379,1,6,0,2012,604000,1457
31,ApartmentUnitFlat,1,2,1,doncaster,-37.78763671,145.1239255,7,23,1,2013,502857,1431
145,House,2,3,1,doncaster,-37.78521346,145.1244774,94,49,2,2013,891321,1431
24,Townhouse,2,3,1,doncaster,-37.7865985,145.1241854,6,17,1,2013,670728,1431
54,ApartmentUnitFlat,1,2,1,doncaster,-37.78766834,145.1272548,18,36,0,2014,532771,1387
123,House,1,3,1,doncaster,-37.78551749,145.122994,88,34,1,2014,1051487,1387
19,Townhouse,2,3,1,doncaster,-37.78931084,145.1238001,6,13,0,2014,796647,1387
43,ApartmentUnitFlat,1,2,1,doncaster,-37.78768019,145.1286072,9,34,0,2015,571652,1495
136,House,1,3,2,doncaster,-37.78582404,145.1253056,61,71,4,2015,1261530,1495
20,Townhouse,2,3,1,doncaster,-37.78682425,145.1230754,13,7,0,2015,810744,1495
55,ApartmentUnitFlat,1,2,1,doncaster,-37.78723388,145.1263025,10,45,0,2016,565307,1405
117,House,2,3,2,doncaster,-37.7848643,145.1228659,63,48,6,2016,1250341,1405
26,Townhouse,2,3,1,doncaster,-37.78898742,145.1265836,8,18,0,2016,946692,1405
60,ApartmentUnitFlat,1,2,1,doncaster,-37.78752122,145.1275188,8,52,0,2017,576422,1557
103,House,2,3,2,doncaster,-37.78505165,145.1257401,56,46,1,2017,1559221,1557
32,Townhouse,2,3,1,doncaster,-37.78818832,145.1222944,16,16,0,2017,960674,1557
60,ApartmentUnitFlat,1,1,1,doncaster,-37.78624487,145.1252734,5,54,1,2018,556449,1399
119,House,2,3,2,doncaster,-37.78451537,145.1214471,42,74,3,2018,1420634,1399
21,Townhouse,2,3,1,doncaster,-37.77095854,145.114646,9,11,1,2018,990142,1399
69,ApartmentUnitFlat,1,2,1,doncaster,-37.78556164,145.1276914,5,63,1,2019,520902,1487
92,House,2,3,2,doncaster,-37.78325193,145.1227267,31,56,5,2019,1259102,1487
38,Townhouse,2,3,1,doncaster,-37.78296396,145.1214096,14,23,1,2019,1027060,1487
72,ApartmentUnitFlat,1,1,1,doncaster,-37.78641959,145.1268204,4,68,0,2020,508272,1661
53,House,2,4,2,doncaster,-37.78497804,145.1239838,10,38,5,2020,1393264,1661
30,Townhouse,2,3,1,doncaster,-37.78526164,145.123726,6,23,1,2020,1050833,1661
25,ApartmentUnitFlat,1,2,1,doncaster east,-37.79011533,145.1561608,9,16,0,2011,535520,931
132,House,1,3,2,doncaster east,-37.78055325,145.1636236,58,74,0,2011,757681,931
19,Townhouse,1,3,1,doncaster east,-37.78682759,145.1619687,6,13,0,2011,623026,931
25,ApartmentUnitFlat,1,2,1,doncaster east,-37.78828592,145.1572593,5,20,0,2012,514607,785
150,House,1,3,1,doncaster east,-37.77881961,145.1649634,56,94,0,2012,721497,785
23,Townhouse,2,3,1,doncaster east,-37.79054641,145.160686,5,18,0,2012,648000,785
19,ApartmentUnitFlat,1,2,1,doncaster east,-37.78893769,145.1592151,7,12,0,2013,520573,735
158,House,2,3,1,doncaster east,-37.78014848,145.1646329,99,56,3,2013,812505,735
22,Townhouse,1,3,1,doncaster east,-37.78764674,145.1603569,11,9,2,2013,729724,735
22,ApartmentUnitFlat,1,2,1,doncaster east,-37.79190501,145.1585771,13,9,0,2014,550954,759
155,House,1,3,1,doncaster east,-37.78311382,145.1608184,98,54,3,2014,920135,759
22,Townhouse,2,3,1,doncaster east,-37.79003153,145.1593936,12,9,1,2014,749377,759
29,ApartmentUnitFlat,1,2,1,doncaster east,-37.79109437,145.1568694,14,13,2,2015,612595,847
145,House,1,3,1,doncaster east,-37.78055474,145.1615148,85,58,2,2015,1106384,847
25,Townhouse,2,3,1,doncaster east,-37.78784571,145.1596031,14,11,0,2015,858680,847
42,ApartmentUnitFlat,1,2,1,doncaster east,-37.7883296,145.1582833,16,25,1,2016,627311,1049
136,House,1,3,1,doncaster east,-37.78135067,145.1630258,82,52,2,2016,1185090,1049
22,Townhouse,2,3,1,doncaster east,-37.78688612,145.1592242,10,12,0,2016,922693,1049
38,ApartmentUnitFlat,1,2,1,doncaster east,-37.78813047,145.1575088,20,18,0,2017,772123,1304
126,House,2,3,2,doncaster east,-37.78076715,145.1643267,78,48,0,2017,1380343,1304
34,Townhouse,2,3,1,doncaster east,-37.78931487,145.1592167,19,15,0,2017,1096058,1304
51,ApartmentUnitFlat,1,2,1,doncaster east,-37.78717002,145.1591774,12,37,2,2018,653382,1084
110,House,2,3,1,doncaster east,-37.78074993,145.1640219,52,52,6,2018,1276675,1084
37,Townhouse,2,3,1,doncaster east,-37.78442794,145.1637591,16,19,2,2018,1003486,1084
47,ApartmentUnitFlat,1,2,1,doncaster east,-37.78739352,145.1592535,13,33,1,2019,668633,1073
111,House,2,3,1,doncaster east,-37.78012234,145.1628181,52,54,5,2019,1196735,1073
40,Townhouse,2,3,1,doncaster east,-37.78778747,145.1625773,14,26,0,2019,961384,1073
37,ApartmentUnitFlat,1,2,1,doncaster east,-37.78544298,145.1597942,7,29,1,2020,686202,994
119,House,2,4,2,doncaster east,-37.77948034,145.1644401,28,85,6,2020,1302792,994
43,Townhouse,2,3,1,doncaster east,-37.78736124,145.1603876,9,33,1,2020,1077407,994
9,ApartmentUnitFlat,1,2,1,donvale,-37.79424681,145.1832921,5,4,0,2011,467123,206
40,House,1,3,2,donvale,-37.78741395,145.1822322,16,23,1,2011,891941,206
4,Townhouse,2,2,1,donvale,-37.79517488,145.1783258,1,3,0,2011,587250,206
5,ApartmentUnitFlat,1,2,1,donvale,-37.79640294,145.1860048,1,4,0,2012,448960,212
50,House,2,3,2,donvale,-37.78997528,145.1829784,16,33,1,2012,822449,212
4,Townhouse,1,3,2,donvale,-37.79723135,145.1815058,2,1,1,2012,519275,212
10,ApartmentUnitFlat,1,2,1,donvale,-37.79705342,145.1837484,3,6,1,2013,456585,152
92,House,2,3,2,donvale,-37.79100091,145.1855803,57,32,3,2013,949635,152
9,Townhouse,2,2,1,donvale,-37.79659326,145.1803376,6,3,0,2013,652055,152
15,ApartmentUnitFlat,1,2,1,donvale,-37.79421473,145.1785861,9,5,1,2014,526323,460
110,House,2,3,2,donvale,-37.79038172,145.1860064,67,42,1,2014,1022306,460
7,Townhouse,2,3,1,donvale,-37.7924373,145.1810266,6,1,0,2014,617857,460
26,ApartmentUnitFlat,1,2,1,donvale,-37.79214453,145.1800552,18,7,1,2015,610288,289
167,House,2,4,2,donvale,-37.79086037,145.1876028,75,92,0,2015,1265336,289
28,Townhouse,2,3,1,donvale,-37.79723372,145.1826839,13,14,1,2015,750071,289
21,ApartmentUnitFlat,1,2,1,donvale,-37.79404489,145.1808378,11,10,0,2016,626239,296
111,House,2,3,2,donvale,-37.79132584,145.1869817,51,57,3,2016,1291360,296
18,Townhouse,1,3,1,donvale,-37.7923247,145.1804605,8,10,0,2016,833400,296
18,ApartmentUnitFlat,1,2,1,donvale,-37.79420176,145.1796903,8,10,0,2017,644776,390
98,House,2,3,2,donvale,-37.79473518,145.1788654,51,42,5,2017,1405325,390
14,Townhouse,1,3,1,donvale,-37.79280539,145.1820031,7,6,1,2017,893214,390
10,ApartmentUnitFlat,1,2,1,donvale,-37.79882843,145.1807329,4,6,0,2018,699550,355
110,House,2,3,2,donvale,-37.79018282,145.1864343,32,76,2,2018,1375649,355
15,Townhouse,2,3,1,donvale,-37.79796777,145.1852939,5,10,0,2018,840800,355
22,ApartmentUnitFlat,1,2,1,donvale,-37.79513235,145.1816664,3,18,1,2019,651840,374
108,House,2,4,2,donvale,-37.79064427,145.1870518,37,71,0,2019,1392443,374
19,Townhouse,2,3,1,donvale,-37.79604103,145.1782186,9,10,0,2019,902947,374
13,ApartmentUnitFlat,1,2,1,donvale,-37.79477822,145.1824345,4,7,2,2020,669384,327
48,House,2,4,2,donvale,-37.79093549,145.1860149,12,34,2,2020,1422014,327
9,Townhouse,1,3,1,donvale,-37.79570386,145.1804743,1,8,0,2020,878684,327
79,House,2,3,2,doreen,-37.59713788,145.1276189,3,76,0,2011,540577,706
71,House,2,3,2,doreen,-37.5935483,145.1290275,2,69,0,2012,507460,1150
113,House,2,3,2,doreen,-37.5972725,145.1282127,4,109,0,2013,471817,1308
120,House,2,3,2,doreen,-37.59930912,145.1287685,6,114,0,2014,466389,1720
129,House,2,3,2,doreen,-37.59704354,145.125936,2,126,1,2015,494491,1778
110,House,2,3,2,doreen,-37.59789098,145.1267027,2,108,0,2016,529465,2489
114,House,2,3,2,doreen,-37.59665174,145.1252774,6,108,0,2017,596980,2504
106,House,2,3,1,doreen,-37.59542492,145.1250697,12,91,3,2018,677624,2324
5,Townhouse,2,3,2,doreen,-37.59597168,145.1305118,0,5,0,2018,495103,2324
123,House,2,3,2,doreen,-37.59930136,145.1243638,4,119,0,2019,611459,2123
4,Townhouse,2,3,2,doreen,-37.59796525,145.1291275,0,4,0,2019,417500,2123
2,ApartmentUnitFlat,1,2,1,doreen,-37.599945,145.121544,0,2,0,2020,376925,2329
97,House,2,3,2,doreen,-37.59608011,145.1240634,7,85,5,2020,691816,2329
2,Townhouse,2,3,2,doreen,-37.58672525,145.1279755,0,2,0,2020,491250,2329
5,ApartmentUnitFlat,1,3,1,doveton,-37.98595478,145.239345,0,5,0,2011,326320,746
25,House,1,3,0,doveton,-37.9903024,145.2381895,11,14,0,2011,313730,746
4,ApartmentUnitFlat,1,2,1,doveton,-37.98101885,145.2419,0,4,0,2012,279000,947
24,House,1,3,1,doveton,-37.98953446,145.2391889,2,22,0,2012,309716,947
14,ApartmentUnitFlat,1,2,1,doveton,-37.98136351,145.2420447,2,10,0,2013,283142,1186
62,House,1,3,1,doveton,-37.99015588,145.2394644,10,50,0,2013,318161,1186
4,Townhouse,1,2,1,doveton,-37.99198795,145.23806,0,4,0,2013,250000,1186
23,ApartmentUnitFlat,1,2,1,doveton,-37.98790414,145.2404003,4,17,0,2014,309000,1336
142,House,1,3,1,doveton,-37.98937647,145.2392145,22,112,4,2014,332623,1336
4,Townhouse,1,2,1,doveton,-37.9867268,145.2430725,0,4,0,2014,281000,1336
29,ApartmentUnitFlat,1,2,1,doveton,-37.99077648,145.2411242,0,29,0,2015,314034,1399
167,House,1,3,1,doveton,-37.98892846,145.2400124,24,139,4,2015,370344,1399
26,ApartmentUnitFlat,1,2,1,doveton,-37.9891391,145.241123,0,26,0,2016,330538,1624
107,House,1,3,2,doveton,-37.98900293,145.2397307,21,86,0,2016,423627,1624
4,Townhouse,2,2,1,doveton,-37.99576853,145.2369175,0,4,0,2016,356250,1624
17,ApartmentUnitFlat,1,2,1,doveton,-37.98283827,145.2391114,1,16,0,2017,385529,1724
113,House,1,3,1,doveton,-37.99013898,145.2391851,25,82,6,2017,490938,1724
5,Townhouse,1,2,1,doveton,-37.98944712,145.2415556,0,5,0,2017,396300,1724
14,ApartmentUnitFlat,1,2,1,doveton,-37.98947284,145.2420781,0,14,0,2018,411250,1349
87,House,1,3,2,doveton,-37.98890586,145.2392434,7,80,0,2018,540128,1349
3,Townhouse,1,2,1,doveton,-37.99546423,145.240565,0,3,0,2018,465333,1349
19,ApartmentUnitFlat,1,2,1,doveton,-37.98679094,145.2401902,0,19,0,2019,409330,1709
92,House,1,3,2,doveton,-37.98968107,145.2403944,8,83,1,2019,477981,1709
5,Townhouse,1,2,1,doveton,-37.99051346,145.2400146,1,4,0,2019,405500,1709
22,ApartmentUnitFlat,1,2,1,doveton,-37.99195175,145.2399939,0,22,0,2020,387976,1391
53,House,1,2,1,doveton,-37.99040556,145.2399668,3,50,0,2020,500506,1391
4,Townhouse,1,2,1,doveton,-37.99034628,145.2427023,0,4,0,2020,419000,1391
3,ApartmentUnitFlat,1,2,1,eaglemont,-37.76553,145.0567453,2,1,0,2011,548333,1711
5,House,2,4,2,eaglemont,-37.76345324,145.0621888,2,3,0,2011,1947000,1711
3,Townhouse,2,3,1,eaglemont,-37.762022,145.0582813,1,2,0,2011,736666,1711
5,ApartmentUnitFlat,1,2,1,eaglemont,-37.76423396,145.0555512,3,2,0,2012,709400,1876
12,House,1,3,1,eaglemont,-37.76414497,145.0579537,8,4,0,2012,1364750,1876
5,ApartmentUnitFlat,1,2,1,eaglemont,-37.76465744,145.0553008,3,2,0,2013,585320,2081
23,House,2,3,1,eaglemont,-37.76368563,145.0614302,10,13,0,2013,1486956,2081
3,Townhouse,1,2,1,eaglemont,-37.76623887,145.0523527,0,3,0,2013,624000,2081
3,ApartmentUnitFlat,1,2,1,eaglemont,-37.76337303,145.0632503,1,2,0,2014,482500,2349
20,House,2,3,2,eaglemont,-37.76488858,145.0591995,11,9,0,2014,1516729,2349
7,ApartmentUnitFlat,1,2,1,eaglemont,-37.76445026,145.0564313,3,4,0,2015,739029,2456
19,House,1,3,2,eaglemont,-37.7636256,145.0611421,12,7,0,2015,1587421,2456
4,Townhouse,1,2,1,eaglemont,-37.76286075,145.0568033,2,2,0,2015,876950,2456
5,ApartmentUnitFlat,1,1,1,eaglemont,-37.76314424,145.0566802,3,2,0,2016,593200,2100
21,House,2,3,1,eaglemont,-37.76427875,145.0601674,18,3,0,2016,2227142,2100
2,Townhouse,2,3,1,eaglemont,-37.75958835,145.0563505,1,1,0,2016,1029500,2100
25,House,2,3,2,eaglemont,-37.76382178,145.0590706,19,6,0,2017,2211260,2426
17,House,2,3,2,eaglemont,-37.76321803,145.0615371,7,10,0,2018,1964647,2716
2,Townhouse,2,3,2,eaglemont,-37.75979835,145.0621825,0,2,0,2018,1367500,2716
22,House,2,4,2,eaglemont,-37.76410558,145.0612183,4,17,1,2019,1903750,2662
3,Townhouse,2,3,1,eaglemont,-37.76706307,145.0522147,1,2,0,2019,990000,2662
2,ApartmentUnitFlat,1,2,1,eaglemont,-37.7676258,145.052254,0,2,0,2020,567500,2772
22,House,2,3,2,eaglemont,-37.7632068,145.062035,6,16,0,2020,2086250,2772
2,Townhouse,2,2,2,eaglemont,-37.7657623,145.051651,1,1,0,2020,1006000,2772
14,ApartmentUnitFlat,1,1,0,east melbourne,-37.81286346,144.9848024,7,7,0,2011,648642,1046
7,House,2,3,1,east melbourne,-37.81453314,144.9880463,4,3,0,2011,2011571,1046
21,ApartmentUnitFlat,1,1,1,east melbourne,-37.81524041,144.9836676,12,9,0,2012,759738,1030
4,House,2,2,1,east melbourne,-37.8139996,144.9863815,1,3,0,2012,2193750,1030
20,ApartmentUnitFlat,1,1,1,east melbourne,-37.81396156,144.9833335,7,12,1,2013,801250,949
7,House,2,3,2,east melbourne,-37.81551619,144.9848611,4,3,0,2013,2508000,949
36,ApartmentUnitFlat,1,1,0,east melbourne,-37.81367876,144.9849094,12,24,0,2014,641625,1180
12,House,1,2,1,east melbourne,-37.81384902,144.9861381,3,9,0,2014,2212291,1180
38,ApartmentUnitFlat,1,1,1,east melbourne,-37.81377845,144.9857996,15,23,0,2015,912284,879
7,House,3,3,2,east melbourne,-37.81550191,144.9852884,1,6,0,2015,3710285,879
3,Townhouse,2,3,1,east melbourne,-37.814565,144.9809417,0,3,0,2015,1246666,879
58,ApartmentUnitFlat,1,1,0,east melbourne,-37.81321513,144.9845163,24,34,0,2016,839850,978
11,House,2,3,1,east melbourne,-37.81310399,144.9865806,8,3,0,2016,3160700,978
2,Townhouse,2,3,1,east melbourne,-37.8168865,144.98484,1,1,0,2016,1635000,978
61,ApartmentUnitFlat,1,1,0,east melbourne,-37.8131115,144.9840638,31,30,0,2017,892770,878
11,House,2,3,1,east melbourne,-37.8145547,144.9876843,6,5,0,2017,3684181,878
2,Townhouse,2,2,1,east melbourne,-37.81774255,144.9854965,1,1,0,2017,1525000,878
35,ApartmentUnitFlat,1,1,0,east melbourne,-37.81327067,144.9846045,19,16,0,2018,993193,918
7,House,2,3,2,east melbourne,-37.8140617,144.9856937,2,5,0,2018,3570714,918
2,Townhouse,2,3,2,east melbourne,-37.8143239,144.9833,1,1,0,2018,2805000,918
50,ApartmentUnitFlat,1,1,0,east melbourne,-37.8136091,144.9834708,20,30,0,2019,946150,851
11,House,1,3,1,east melbourne,-37.81244465,144.9884897,3,7,1,2019,3064090,851
31,ApartmentUnitFlat,1,1,1,east melbourne,-37.81358099,144.9841156,9,22,0,2020,927145,1026
4,House,2,3,1,east melbourne,-37.81251893,144.9877893,1,3,0,2020,2671250,1026
2,House,1,2,2,east warburton,-37.73546705,145.748062,0,2,0,2012,274750,203
10,House,1,2,1,east warburton,-37.73407877,145.7489665,0,10,0,2013,324300,224
16,House,1,2,1,east warburton,-37.73070358,145.7528592,0,16,0,2014,293500,224
19,House,1,3,1,east warburton,-37.73165546,145.7511285,0,19,0,2015,361307,247
28,House,1,3,2,east warburton,-37.73346359,145.7506759,0,28,0,2016,426371,380
17,House,1,3,2,east warburton,-37.73634668,145.7467499,0,17,0,2017,433000,327
25,House,1,2,2,east warburton,-37.73498568,145.7451341,0,25,0,2018,456122,364
24,House,1,2,2,east warburton,-37.73592593,145.7472078,0,24,0,2019,517516,296
6,House,1,3,1,east warburton,-37.73540483,145.7455668,0,6,0,2020,569508,279
3,House,2,3,1,eden park,-37.49710123,145.0703787,0,3,0,2011,601000,282
8,House,1,3,3,eden park,-37.5010224,145.0667994,0,8,0,2012,593750,380
6,House,1,3,3,eden park,-37.50041618,145.0725998,0,6,0,2013,652916,370
32,House,2,4,4,eden park,-37.50019056,145.0679073,0,32,0,2014,722021,427
27,House,2,4,4,eden park,-37.49638444,145.0668365,1,26,0,2015,735555,506
8,House,2,4,4,eden park,-37.48693071,145.0551273,0,8,0,2016,887500,528
7,House,2,4,2,eden park,-37.50557876,145.0554146,0,7,0,2017,913581,505
6,House,1,3,3,eden park,-37.47887062,145.0624517,0,6,0,2018,887000,565
6,House,2,4,2,eden park,-37.4952749,145.0722177,0,6,0,2019,978333,577
3,House,2,4,3,eden park,-37.50435777,145.064425,0,3,0,2020,1021666,570
12,House,1,3,1,edithvale,-38.0373265,145.1135046,4,8,0,2011,605187,1173
4,Townhouse,1,2,1,edithvale,-38.0387433,145.1173213,0,4,0,2011,525500,1173
6,ApartmentUnitFlat,1,2,1,edithvale,-38.03683635,145.1133593,1,5,0,2012,428166,1239
14,House,1,3,1,edithvale,-38.03948404,145.1151518,4,10,0,2012,638468,1239
2,Townhouse,2,3,2,edithvale,-38.04229805,145.1117585,0,2,0,2012,609500,1239
23,ApartmentUnitFlat,1,2,1,edithvale,-38.03801225,145.116496,4,19,0,2013,428950,1179
43,House,1,3,2,edithvale,-38.03895392,145.1141253,14,28,1,2013,657594,1179
6,Townhouse,1,3,1,edithvale,-38.04167453,145.1129352,0,6,0,2013,864666,1179
10,ApartmentUnitFlat,1,2,1,edithvale,-38.03858165,145.1136805,0,10,0,2014,478150,1345
28,House,1,3,2,edithvale,-38.0376711,145.1131744,10,17,0,2014,639762,1345
10,Townhouse,1,2,1,edithvale,-38.03825982,145.115306,4,6,0,2014,553000,1345
10,ApartmentUnitFlat,1,2,1,edithvale,-38.03901282,145.1141124,1,9,0,2015,431720,1446
22,House,1,3,2,edithvale,-38.0385732,145.1144531,13,9,0,2015,763516,1446
7,Townhouse,1,2,1,edithvale,-38.03948584,145.1120061,2,5,0,2015,615142,1446
14,ApartmentUnitFlat,1,2,1,edithvale,-38.03788241,145.113489,4,10,0,2016,523678,1492
25,House,1,3,2,edithvale,-38.03729802,145.1143508,9,15,1,2016,875484,1492
4,Townhouse,1,2,1,edithvale,-38.0398739,145.1129078,1,3,0,2016,638750,1492
16,ApartmentUnitFlat,1,2,1,edithvale,-38.03639716,145.1168821,5,11,0,2017,628218,1508
28,House,1,3,2,edithvale,-38.03722683,145.1148413,14,12,2,2017,1081946,1508
7,Townhouse,2,2,2,edithvale,-38.04014313,145.1145781,4,3,0,2017,954571,1508
10,ApartmentUnitFlat,1,2,1,edithvale,-38.03729477,145.1161259,2,8,0,2018,695250,1392
26,House,1,3,2,edithvale,-38.03848825,145.1147555,11,13,2,2018,1045730,1392
14,Townhouse,2,3,2,edithvale,-38.03867215,145.1143096,4,10,0,2018,1029928,1392
4,ApartmentUnitFlat,1,2,1,edithvale,-38.03611365,145.112511,0,4,0,2019,583000,1646
21,House,1,3,2,edithvale,-38.03816787,145.1156032,5,16,0,2019,844952,1646
11,Townhouse,2,3,2,edithvale,-38.03912015,145.1125972,4,7,0,2019,881910,1646
12,ApartmentUnitFlat,1,2,1,edithvale,-38.03776914,145.1124421,2,10,0,2020,580950,1916
27,House,1,3,1,edithvale,-38.03815128,145.1144416,3,24,0,2020,1035000,1916
11,Townhouse,2,3,2,edithvale,-38.0378987,145.1126836,4,7,0,2020,998881,1916
29,ApartmentUnitFlat,1,1,1,elsternwick,-37.88567917,145.0051251,19,10,0,2011,465112,769
57,House,1,3,1,elsternwick,-37.88716548,145.0065101,36,21,0,2011,1221552,769
11,Townhouse,2,3,1,elsternwick,-37.88785944,145.0083507,10,1,0,2011,829590,769
18,ApartmentUnitFlat,1,1,1,elsternwick,-37.88681704,145.0055184,12,6,0,2012,426061,920
47,House,1,3,1,elsternwick,-37.88692817,145.0083216,34,12,1,2012,1282867,920
5,Townhouse,2,3,2,elsternwick,-37.88725706,145.0073008,3,2,0,2012,926200,920
81,ApartmentUnitFlat,1,1,1,elsternwick,-37.88691644,145.0072263,43,32,4,2013,502302,834
155,House,1,3,1,elsternwick,-37.88661668,145.0080557,132,23,0,2013,1499730,834
2,Townhouse,1,2,1,elsternwick,-37.8869362,145.00943,2,0,0,2013,650000,834
60,ApartmentUnitFlat,1,1,1,elsternwick,-37.88599069,145.005468,39,21,0,2014,481683,799
62,House,1,3,1,elsternwick,-37.88604413,145.0076428,50,11,0,2014,1306657,799
11,Townhouse,2,3,1,elsternwick,-37.88989375,145.0097554,8,3,0,2014,879113,799
82,ApartmentUnitFlat,1,1,1,elsternwick,-37.88522484,145.0055567,54,26,2,2015,516673,676
79,House,1,3,1,elsternwick,-37.88765266,145.0078209,66,13,0,2015,1614094,676
10,Townhouse,2,2,1,elsternwick,-37.88338873,145.0066748,8,2,0,2015,1060600,676
37,ApartmentUnitFlat,1,1,1,elsternwick,-37.88696028,145.0055422,26,11,0,2016,618337,808
51,House,1,3,1,elsternwick,-37.88521318,145.0072822,37,14,0,2016,1903245,808
6,Townhouse,1,2,1,elsternwick,-37.8917875,145.007649,4,2,0,2016,848666,808
38,ApartmentUnitFlat,1,1,1,elsternwick,-37.88697019,145.0063396,25,13,0,2017,620611,890
63,House,2,3,1,elsternwick,-37.88621653,145.0073279,51,12,0,2017,2098793,890
6,Townhouse,1,3,2,elsternwick,-37.88938837,145.0087902,5,1,0,2017,1437166,890
55,ApartmentUnitFlat,1,1,1,elsternwick,-37.88620602,145.0067196,33,21,1,2018,595040,819
57,House,1,3,1,elsternwick,-37.88652873,145.0087702,37,20,0,2018,2015457,819
4,Townhouse,2,3,2,elsternwick,-37.8861875,145.007389,3,1,0,2018,1349500,819
46,ApartmentUnitFlat,1,1,1,elsternwick,-37.88605786,145.0055616,31,15,0,2019,643417,742
55,House,1,3,1,elsternwick,-37.88615912,145.0078149,38,17,0,2019,1950090,742
6,Townhouse,2,3,2,elsternwick,-37.88840342,145.0051943,5,1,0,2019,1118500,742
29,ApartmentUnitFlat,1,2,1,elsternwick,-37.88493928,145.0049269,15,14,0,2020,731762,933
22,House,2,3,1,elsternwick,-37.88404323,145.0066338,13,9,0,2020,2067075,933
3,Townhouse,2,3,2,elsternwick,-37.88720083,145.00352,2,1,0,2020,944333,933
13,ApartmentUnitFlat,1,2,1,eltham,-37.70827902,145.1544026,0,13,0,2011,427719,952
85,House,2,3,1,eltham,-37.71187148,145.1561952,11,73,1,2011,692835,952
3,Townhouse,2,3,2,eltham,-37.7064349,145.1569927,0,3,0,2011,571666,952
6,ApartmentUnitFlat,1,3,1,eltham,-37.71075055,145.1555197,1,5,0,2012,466833,781
110,House,1,3,2,eltham,-37.7136203,145.1556459,9,101,0,2012,663817,781
5,Townhouse,1,2,1,eltham,-37.71203534,145.154573,0,5,0,2012,423400,781
8,ApartmentUnitFlat,1,2,1,eltham,-37.7185697,145.1459025,2,6,0,2013,466937,898
126,House,1,3,1,eltham,-37.71245478,145.156119,18,105,3,2013,682307,898
3,Townhouse,2,3,2,eltham,-37.71395697,145.1497337,0,3,0,2013,582000,898
14,ApartmentUnitFlat,1,2,1,eltham,-37.71169189,145.1525397,4,10,0,2014,470750,906
133,House,1,3,1,eltham,-37.71317443,145.1553802,25,106,2,2014,750733,906
8,Townhouse,1,2,1,eltham,-37.70928564,145.1569642,1,7,0,2014,500750,906
13,ApartmentUnitFlat,1,2,1,eltham,-37.71063928,145.1542872,4,9,0,2015,513207,1045
123,House,1,3,1,eltham,-37.71361505,145.1544511,33,87,3,2015,779933,1045
8,Townhouse,2,3,2,eltham,-37.71456069,145.1488952,2,6,0,2015,599450,1045
25,ApartmentUnitFlat,1,2,1,eltham,-37.71213973,145.1527946,10,14,1,2016,543358,2017
102,House,1,3,1,eltham,-37.7134367,145.1561574,48,49,5,2016,905294,2017
3,Townhouse,1,2,1,eltham,-37.71430667,145.147339,0,3,0,2016,625000,2017
10,ApartmentUnitFlat,1,2,1,eltham,-37.71570026,145.1504408,7,3,0,2017,599400,1154
115,House,1,3,2,eltham,-37.71248737,145.1567284,72,40,3,2017,1037975,1154
10,Townhouse,2,2,1,eltham,-37.70661388,145.1571106,4,6,0,2017,733100,1154
14,ApartmentUnitFlat,1,2,1,eltham,-37.71266933,145.1525509,4,10,0,2018,688107,1036
107,House,2,3,1,eltham,-37.71349195,145.1565436,45,61,1,2018,1077762,1036
12,Townhouse,1,2,1,eltham,-37.71206382,145.1523832,6,6,0,2018,765500,1036
22,ApartmentUnitFlat,1,2,1,eltham,-37.71226607,145.1527023,1,21,0,2019,604202,991
115,House,1,3,2,eltham,-37.71400162,145.1559985,20,95,0,2019,1002597,991
9,Townhouse,1,2,2,eltham,-37.70862824,145.1541663,3,6,0,2019,752777,991
17,ApartmentUnitFlat,1,2,1,eltham,-37.71399599,145.1529135,2,15,0,2020,702052,1208
